StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q10_6_TEXT,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28_1,Q28_2,Q28_3,Q28_4,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q29_11,Q29_12,Q29_13,Q29_14,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q33,Q34,Q35,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,opp,gc,term,tg,Q_TotalDuration,PS,SVID,supplier_id,_os_api_transaction_id,age_group,race,2nd_order
05/05/26 13:45,05/05/26 13:49,IP Address,100,187,TRUE,05/05/26 13:49,R_5q4mqNILAVhZXBD,anonymous,EN,,Yes,Yes,1980,Female,High school graduate,Northeast,Yes,American Indian or Alaska Native,,"Less than $10,000",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Likely true,Likely true,Definitely false,Definitely true,Likely true,Likely true,Likely true,Likely true,Definitely true,Likely true,Definitely true,Likely true,,,,,,,,,10.196,20.242,21.744,11,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,187,,49410151,2904,5WExvyx65udQR0BxHe1pfP,35-54,Other_Races,DV1
05/05/26 13:47,05/05/26 13:49,IP Address,100,142,TRUE,05/05/26 13:49,R_75TsSfrecMRLg1Q,anonymous,EN,,Yes,Yes,1980,Female,High school graduate,South,No,White,,"$20,000 to $29,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,6,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Not at all like me1,6,6,A lot like me7,6,A lot like me7,Don't know,Don't know,Don't know,Don't know,Definitely false,Likely true,,,,,,,,,,,2.7,22.242,22.609,9,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,2,4,6,4,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Somewhat likely4,Very likely7,Very likely7,5,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,142,,49410151,3789,5hLmChPVkg8NyoN0atPNgX,35-54,Whites,DV1
05/05/26 13:44,05/05/26 13:49,IP Address,100,347,TRUE,05/05/26 13:49,R_64MlOSFMGaPgwO5,anonymous,EN,,Yes,Yes,1993,Male,High school graduate,Northeast,No,White,,"$150,000 or more",5,Very Interested7,5,6,6,6,6,6,5,6,5,6,5,A lot like me7,6,6,6,6,A lot like me7,6,6,A lot like me7,3,Somewhat like me4,Somewhat like me4,5,3,Definitely true,Definitely true,Definitely true,Don't know,Definitely true,Likely false,Definitely true,,Definitely true,Definitely true,Definitely true,Likely true,,,,,,,,,0,0,22.124,0,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Somewhat4,Very much7,Very much7,Not at all1,Not at all1,7,6,6,7,Very likely7,Very likely7,5,6,5,Very likely7,Very likely7,5,5,6,6,Very likely7,5,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,347,,49410151,3789,77jQhMDugqRFVarydVwHNR,18-34,Whites,DV1
05/05/26 13:47,05/05/26 13:50,IP Address,100,141,TRUE,05/05/26 13:50,R_5X78PpewEfB00tr,anonymous,EN,,Yes,Yes,1997,Female,"4 year college degree (e.g., bachelor's degree)",Northeast,No,Asian,,"$40,000 to $49,999",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,,,,,5.422,19.862,20.753,8,,,,,,,,,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,4,3,4,5,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,somewhat liberal,somewhat liberal,,,Qual81139-0421-GenPop-[MD],1,,,141,,49410151,37,3DZdBwQEoxx961FT3onWJV,18-34,Asian/Pacific,DV1
05/05/26 13:43,05/05/26 13:50,IP Address,100,410,TRUE,05/05/26 13:50,R_1qt0L85zf6RnUHL,anonymous,EN,,Yes,Yes,1963,Female,Some college,South,No,White,,"$40,000 to $49,999",6,5,5,5,6,Moderately interested4,A moderate amount of attention4,A moderate amount of attention4,5,5,6,3,Somewhat like me4,3,Somewhat like me4,6,6,6,Somewhat like me4,3,2,Somewhat like me4,3,3,2,Somewhat like me4,2,Likely false,Likely false,Likely false,Likely true,Likely true,Likely false,Likely true,Likely true,Likely true,Likely true,Definitely true,Likely false,,,,,,,,,,,,,0,0,22.115,0,6,6,6,6,Somewhat4,Somewhat4,6,Somewhat4,Not at all1,Not at all1,5,5,4,5,3,Not at all likely1,2,2,Not at all likely1,Not at all likely1,3,3,Not at all likely1,Not at all likely1,Not at all likely1,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,3,somewhat conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],1,,,410,,49410151,3789,5I9ncGvW7HQ6qg6QzahaKx,55+,Whites,DV1
05/05/26 13:47,05/05/26 13:50,IP Address,100,183,TRUE,05/05/26 13:50,R_7DvFDee5FZrPfrg,anonymous,EN,,Yes,Yes,1998,Male,Some college,Northeast,No,Black or African American,,"Less than $10,000",Very Interested7,6,Very Interested7,Very Interested7,Very Interested7,Very Interested7,6,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,20.362,20.362,22.892,1,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,6,Very much7,Very much7,7,6,1,7,Very likely7,6,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,6,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,liberal,liberal,,,Qual81139-0421-GenPop-[MD],1,,,183,,49410151,3789,06kgY2iqHGfuIgKWKYzcvC,18-34,Blacks/AA,DV1
05/05/26 13:46,05/05/26 13:50,IP Address,100,263,TRUE,05/05/26 13:50,R_5azRCmRQ5Xjj0tj,anonymous,EN,,Yes,Yes,1968,Male,High school graduate,South,No,Black or African American,,"$20,000 to $29,999",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,5,5,Somewhat like me4,5,5,Somewhat like me4,Somewhat like me4,6,Somewhat like me4,Somewhat like me4,Not at all like me1,Somewhat like me4,Not at all like me1,Not at all like me1,Somewhat like me4,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,,,,,,,,,11.981,11.981,28.025,1,5,Very much7,6,Very much7,6,5,6,6,Very much7,6,7,5,7,6,,,,,,,,,,,,,,,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Strongly agree7,Strongly agree7,Strongly agree7,4 - The risks and benefits are about equal,Strongly disagree1,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,5,4 - A moderate amount of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,263,,49410151,2904,4vAMWqk2VJmIkHqe7jheOi,55+,Blacks/AA,DV2
05/05/26 13:48,05/05/26 13:51,IP Address,100,189,TRUE,05/05/26 13:51,R_72tzS2qfuCZIWFS,anonymous,EN,,Yes,Yes,2000,Male,"2 year degree (e.g., associate degree)",South,No,Black or African American,,"$50,000 to $59,999",Very Interested7,6,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,6,6,A lot like me7,5,3,5,6,5,5,6,3,Somewhat like me4,3,Somewhat like me4,3,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely false,Likely true,Likely true,Likely true,Likely true,,,,,0,0,21.008,0,,,,,,,,,6,6,6,6,6,6,6,6,6,6,7,7,7,7,,,,,,,,,,,,,,,6,5,6,5,5,Strongly agree7,6,6,5,6,6,6,5,6,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,189,,49410151,2904,5OQ8nKl6enqhaFamGgLaj9,18-34,Blacks/AA,DV2
05/05/26 13:49,05/05/26 13:52,IP Address,100,174,TRUE,05/05/26 13:52,R_1mPKKBbmeb6ktTm,anonymous,EN,,Yes,Yes,1984,Male,High school graduate,South,No,White,,"$100,000 to $149,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Not at all interested1,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,5,6,6,5,5,5,6,A lot like me7,Somewhat like me4,Somewhat like me4,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Definitely false,,,,,,,,,,,,,16.576,18.611,21.339,4,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,174,,49410151,3789,2P2HuXb7ryFA5gwlRF1IlU,35-54,Whites,DV2
05/05/26 13:48,05/05/26 13:52,IP Address,100,213,TRUE,05/05/26 13:52,R_7EbQ31S3vl4KREP,anonymous,EN,,Yes,Yes,2002,Male,High school graduate,South,No,White,,"$20,000 to $29,999",Very Interested7,6,3,5,Moderately interested4,Very Interested7,A great deal of attention7,5,3,5,6,A moderate amount of attention4,A lot like me7,5,6,A lot like me7,A lot like me7,A lot like me7,5,6,A lot like me7,A lot like me7,5,5,A lot like me7,6,5,Definitely true,Definitely true,Don't know,Definitely true,Definitely true,Definitely true,,,Likely true,Likely true,Definitely true,Definitely true,,,,,,,,,1.1,20.729,21.032,11,,,,,6,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,6,2,2,7,6,7,6,6,6,6,6,5,6,6,Very likely7,Somewhat likely4,5,6,6,Somewhat likely4,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,213,,49410151,3789,3NnLixv4PlCk6cJYCLa6TI,18-34,Whites,DV1
05/05/26 13:47,05/05/26 13:52,IP Address,100,313,TRUE,05/05/26 13:52,R_3iitaOj0WF6mh0Z,anonymous,EN,,Yes,Yes,1991,Female,Some college,Midwest,No,White,,"Less than $10,000",Moderately interested4,Moderately interested4,Moderately interested4,Moderately interested4,3,5,3,5,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,5,Somewhat like me4,5,5,Somewhat like me4,Somewhat like me4,Somewhat like me4,5,Somewhat like me4,Somewhat like me4,Somewhat like me4,6,5,5,5,5,Likely true,Likely true,Likely true,Likely true,Likely true,Likely false,Definitely true,Likely false,Definitely true,Likely true,Likely true,Definitely true,4.832,18.442,21.87,14,,,,,,,,,,,,,Somewhat4,5,5,Somewhat4,Somewhat4,5,6,5,Somewhat4,Somewhat4,5,4,4,5,5,5,3,5,5,5,Somewhat likely4,5,6,5,5,5,Somewhat likely4,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,somewhat conservative,moderate,,,Qual81139-0421-GenPop-[MD],1,,,313,,49410151,2904,5CYe7g4Erv1wPnvUpQAtne,35-54,Whites,DV1
05/05/26 13:44,05/05/26 13:52,IP Address,100,509,TRUE,05/05/26 13:52,R_6DuRvpQkXDrDx4x,anonymous,EN,,Yes,Yes,1986,Female,"2 year degree (e.g., associate degree)",West,No,White,,"$100,000 to $149,999",6,5,3,Moderately interested4,3,5,5,A moderate amount of attention4,3,3,3,A moderate amount of attention4,Somewhat like me4,6,5,A lot like me7,Somewhat like me4,A lot like me7,3,5,A lot like me7,Somewhat like me4,Somewhat like me4,3,Somewhat like me4,5,3,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,5.44,13.206,26.347,6,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,6,6,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,6,6,5,3,Strongly agree7,Strongly agree7,6,5,5,Strongly agree7,5,5,Strongly agree7,3,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,509,,49410151,3789,4TB9UKDN1v56uHzJsGQllK,35-54,Whites,DV2
05/05/26 13:49,05/05/26 13:53,IP Address,100,199,TRUE,05/05/26 13:53,R_5ph77pwe2nfArAn,anonymous,EN,,Yes,Yes,1983,Female,"4 year college degree (e.g., bachelor's degree)",Midwest,No,White,,"$150,000 or more",Not at all interested1,3,3,5,Moderately interested4,2,3,5,3,5,A moderate amount of attention4,2,5,Somewhat like me4,5,3,6,Somewhat like me4,Somewhat like me4,Somewhat like me4,5,5,Somewhat like me4,3,3,3,3,Likely true,Likely true,Likely true,Likely false,Likely true,Likely false,Likely true,Likely false,Likely false,Likely false,Likely false,Likely true,,,,,,,,,,,,,0,0,25.635,0,5,Somewhat4,5,5,3,6,3,Somewhat4,Not at all1,Not at all1,5,3,5,4,Somewhat likely4,3,5,Somewhat likely4,5,Somewhat likely4,3,3,5,6,5,Somewhat likely4,5,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,199,,49410151,3789,7shbkagS3s2dncJcQT7RPq,35-54,Whites,DV1
05/05/26 13:48,05/05/26 13:53,IP Address,100,276,TRUE,05/05/26 13:53,R_5VGB7lVLl1L2un7,anonymous,EN,,Yes,Yes,1970,Male,High school graduate,West,Yes,Other,Spanish ,"$70,000 to $79,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,10.501,20.17,23.414,10,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,276,,49410151,3789,0B2fmeMF4N6Ewm8TUibtW5,55+,Hispanic,DV1
05/05/26 13:47,05/05/26 13:53,IP Address,100,404,TRUE,05/05/26 13:53,R_5OOcTLUzKIUKtQf,anonymous,EN,,Yes,Yes,1956,Male,Less than high school,Northeast,No,White,,"$10,000 to $19,999",Moderately interested4,3,Moderately interested4,3,3,2,3,3,3,3,3,3,3,Somewhat like me4,5,6,Somewhat like me4,3,Somewhat like me4,3,Somewhat like me4,3,6,5,5,6,5,Definitely true,Definitely true,Likely true,Likely false,Likely false,Likely true,Likely true,Likely true,Likely false,Likely true,Likely true,Likely true,5.424,11.321,22.239,3,,,,,,,,,,,,,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,5,5,5,5,5,,,,,,,,,,,,,,,5,5,5,5,5,Strongly agree7,4 - The risks and benefits are about equal,5,5,5,5,5,5,1 - No guidance at all,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,404,,49410151,2904,4uZ1ccBtMnZSxRjT4Gm9pn,55+,Whites,DV2
05/05/26 13:47,05/05/26 13:53,IP Address,100,360,TRUE,05/05/26 13:53,R_3EAsE7faxrjr2Ou,anonymous,EN,,Yes,Yes,1962,Female,"2 year degree (e.g., associate degree)",West,No,White,,"$100,000 to $149,999",Not at all interested1,Not at all interested1,Not at all interested1,Very Interested7,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,A moderate amount of attention4,A great deal of attention7,No attention at all1,No attention at all1,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Somewhat like me4,Somewhat like me4,Somewhat like me4,6,Somewhat like me4,Definitely true,Don't know,Don't know,Don't know,Definitely true,Likely true,Likely true,Likely true,Likely true,Definitely true,Likely true,Likely true,0,0,24.333,0,,,,,,,,,,,,,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,4,4,4,4,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Very likely7,,,,,,,,,,,,,,3,conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,360,,49410151,3789,3lyfyBRcJvTv9twlx4p1gx,55+,Whites,DV1
05/05/26 13:50,05/05/26 13:54,IP Address,100,227,TRUE,05/05/26 13:54,R_5KYFVQc9fxEgmgp,anonymous,EN,,Yes,Yes,1990,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",West,Yes,White,,"$150,000 or more",6,Very Interested7,5,6,6,6,6,5,5,6,5,6,6,6,6,6,5,6,A lot like me7,5,5,6,3,6,6,5,5,Definitely true,Likely true,Likely true,Definitely true,Likely true,Definitely true,Likely true,Definitely true,Likely true,Likely true,Definitely true,Definitely true,7.967,7.967,22.962,1,,,,,,,,,,,,,6,5,Very much7,5,6,6,Very much7,6,5,5,6,7,7,6,Very likely7,6,5,6,5,6,6,6,6,6,6,6,Very likely7,Very likely7,,,,,,,,,,,,,,6,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,227,,49410151,2904,4bwYjs2WnTxKtBfDlvGTko,35-54,Hispanic,DV1
05/05/26 13:48,05/05/26 13:54,IP Address,100,324,TRUE,05/05/26 13:54,R_12VCSGcIs3wRyih,anonymous,EN,,Yes,Yes,1973,Male,High school graduate,South,Yes,White,,"$80,000 to $89,999",5,Very Interested7,6,5,Very Interested7,5,5,6,6,5,A great deal of attention7,A moderate amount of attention4,A lot like me7,6,6,A lot like me7,5,6,6,6,6,A lot like me7,5,6,3,6,6,Likely true,Likely false,Likely true,Likely false,Likely true,Likely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely false,,,,,,,,,0,0,21.482,0,,,,,6,Very much7,6,6,6,5,6,6,2,2,6,5,6,5,6,5,5,3,5,5,Somewhat likely4,5,3,6,5,Somewhat likely4,6,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,liberal,liberal,,,Qual81139-0421-GenPop-[MD],1,,,324,,49410151,3789,09hatTBxmzroWOp0pOdT2T,35-54,Hispanic,DV1
05/05/26 13:48,05/05/26 13:54,IP Address,100,346,TRUE,05/05/26 13:54,R_7lXKgJRpCx3oHV2,anonymous,EN,,Yes,Yes,1946,Male,High school graduate,Midwest,No,White,,"$20,000 to $29,999",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,Somewhat like me4,2,Somewhat like me4,3,3,Somewhat like me4,Somewhat like me4,3,2,Somewhat like me4,Somewhat like me4,2,3,Somewhat like me4,Somewhat like me4,Likely true,Likely false,Don't know,Likely false,Likely true,Likely true,Likely false,,Likely true,,Likely true,Likely true,,,,,,,,,0,0,21.169,0,,,,,2,2,2,2,2,5,3,2,6,Somewhat4,4,3,4,4,,,,,,,,,,,,,,,5,6,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Strongly agree7,4 - The risks and benefits are about equal,6,5,Neither agree nor disagree4,2,Neither agree nor disagree4,Neither agree nor disagree4,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,346,,49410151,3789,5onMEIDoezE6YPmW7f7SOq,55+,Whites,DV2
05/05/26 13:48,05/05/26 13:54,IP Address,100,397,TRUE,05/05/26 13:54,R_56s3fHylFGCW0PD,anonymous,EN,,Yes,Yes,1993,Female,Some college,Midwest,No,American Indian or Alaska Native,,"$50,000 to $59,999",Not at all interested1,3,Not at all interested1,Moderately interested4,3,2,2,A moderate amount of attention4,3,A moderate amount of attention4,A moderate amount of attention4,2,3,Somewhat like me4,3,Somewhat like me4,2,Somewhat like me4,3,2,3,Somewhat like me4,3,5,Somewhat like me4,Somewhat like me4,5,Definitely true,Don't know,Definitely true,Don't know,Likely true,Don't know,Definitely true,Likely false,Definitely true,Likely true,Definitely true,Definitely false,,,,,,,,,,,,,4.768,27.949999999999996,43.977,43,Somewhat4,Somewhat4,Somewhat4,Somewhat4,2,Not at all1,3,Not at all1,Not at all1,Not at all1,7,5,7,7,,,,,,,,,,,,,,,Strongly agree7,Neither agree nor disagree4,5,Neither agree nor disagree4,Strongly agree7,Strongly agree7,4 - The risks and benefits are about equal,6,5,Strongly agree7,6,6,2,4 - A moderate amount of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,397,,49410151,3789,32sO0ZFfICk25yCI88bysY,18-34,Other_Races,DV2
05/05/26 13:44,05/05/26 13:54,IP Address,100,591,TRUE,05/05/26 13:54,R_17kcJ3RLWE2rqAP,anonymous,EN,,Yes,Yes,1957,Female,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Midwest,No,White,,"$10,000 to $19,999",3,Moderately interested4,Not at all interested1,Very Interested7,3,2,2,A moderate amount of attention4,2,6,A moderate amount of attention4,2,Somewhat like me4,Somewhat like me4,Somewhat like me4,5,Somewhat like me4,A lot like me7,6,5,2,3,2,2,2,Somewhat like me4,2,Definitely true,Likely false,Definitely true,Likely false,Definitely true,Definitely false,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely false,2.619,27.672,29.454,11,,,,,,,,,,,,,6,5,5,5,6,6,3,3,Not at all1,Not at all1,7,5,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Neither agree nor disagree4,Strongly agree7,Strongly agree7,6,6,Strongly agree7,Strongly agree7,Strongly agree7,Neither agree nor disagree4,Strongly agree7,7 - A great deal of guidance,conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,591,,49410151,3789,0jurq71CVkpyjnRiAPh1iD,55+,Whites,DV2
05/05/26 13:49,05/05/26 13:54,IP Address,100,329,TRUE,05/05/26 13:54,R_3QR7z0KKQJ6kJK6,anonymous,EN,,Yes,Yes,1984,Female,High school graduate,West,Yes,White,,"Less than $10,000",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,,,,,,16.854,19.908,22.383,2,,,,,,,,,,,,,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,1,1,1,1,,,,,,,,,,,,,,,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Strongly agree7,4 - The risks and benefits are about equal,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,Neither agree nor disagree4,1 - No guidance at all,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,329,,49410151,2904,4JBoBbcfW4XR4GbkK0TWEO,35-54,Hispanic,DV2
