StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_6_TEXT,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28_1,Q28_2,Q28_3,Q28_4,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q29_11,Q29_12,Q29_13,Q29_14,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q33,Q34,Q35,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,opp,QPMID,gc,term,tg,Q_TotalDuration,PS,SVID,supplier_id,_os_api_transaction_id,Weight,GenPopWeight,age_group,race,2nd_order,pureSpectrumRedirectUrl,pureSpectrumSignatureValue
06-05-2026 08:21,06-05-2026 08:27,IP Address,100,399,TRUE,06-05-2026 08:27,R_6j9b30EDP9yAViy,anonymous,EN,,Yes,Yes,1992,Male,High school graduate,Northeast,Yes,,,,,White,,,"$30,000 to $39,999",3,3,5,2,2,Moderately interested4,A moderate amount of attention4,3,6,5,A moderate amount of attention4,6,A lot like me7,6,6,6,5,A lot like me7,5,6,A lot like me7,6,5,6,3,6,5,Definitely true,Likely true,Likely false,Definitely true,Definitely true,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Likely true,,,,,,,,,,,,,6.361,19.678,21.194,7,Very much7,6,Very much7,Very much7,6,5,Very much7,Somewhat4,3,3,6,4,3,6,Very likely7,Very likely7,5,5,5,Very likely7,6,5,5,Very likely7,Very likely7,5,5,Very likely7,,,,,,,,,,,,,,6,somewhat liberal,liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,399,,49427913,2904,7ra5gDZxE2Amzl1aoKz6KQ,0.623090877,0.723663935,18-34,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=7ra5gDZxE2Amzl1aoKz6KQ&ps_hash=aedabe6ecc6a3e34ce4e42581c0e5297949faf30,aedabe6ecc6a3e34ce4e42581c0e5297949faf30
06-05-2026 08:09,06-05-2026 08:27,IP Address,100,1118,TRUE,06-05-2026 08:27,R_1Jzyprx8AVydu6d,anonymous,EN,,Yes,Yes,1990,Female,"4 year college degree (e.g., bachelor's degree)",South,Yes,,,,,White,,,"$90,000 to $99,999",Moderately interested4,Moderately interested4,Moderately interested4,5,Moderately interested4,5,6,6,6,6,6,6,5,6,5,6,2,6,5,5,6,5,5,3,5,Somewhat like me4,5,Likely true,Definitely true,Likely true,Likely true,Likely true,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,,,,,0,0,29.747,0,,,,,,,,,6,6,Very much7,6,6,6,5,Somewhat4,3,3,7,6,6,7,,,,,,,,,,,,,,,6,5,5,5,6,Strongly agree7,6,5,6,6,6,6,5,3,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,1118,,49427913,3789,1NprceQsUN6tBhHwiJ5O4n,0.623090877,0.723663935,35-54,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1NprceQsUN6tBhHwiJ5O4n&ps_hash=f50f5212538a488abbc0ca967974b6f28a1a3edd,f50f5212538a488abbc0ca967974b6f28a1a3edd
06-05-2026 08:22,06-05-2026 08:28,IP Address,100,381,TRUE,06-05-2026 08:28,R_1IzWj4NSnowa7pW,anonymous,EN,,Yes,Yes,1962,Female,High school graduate,Northeast,Yes,,,,,,Other,,"$40,000 to $49,999",Not at all interested1,Not at all interested1,2,Moderately interested4,6,2,No attention at all1,No attention at all1,No attention at all1,3,2,No attention at all1,A lot like me7,Not at all like me1,Somewhat like me4,6,A lot like me7,A lot like me7,A lot like me7,6,5,Not at all like me1,6,2,A lot like me7,6,A lot like me7,Don't know,Likely true,Don't know,Don't know,Don't know,Definitely true,Definitely true,Likely true,Definitely true,,Likely true,,,,,,,,,,8.155,21.651,23.143,11,,,,,5,Very much7,6,Very much7,2,6,6,Not at all1,6,Somewhat4,1,1,1,1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Somewhat likely4,Not at all likely1,Not at all likely1,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,moderate,somewhat liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,381,,49427913,2904,7tjFQP1cyAZfh4KpfGjXU0,0.4230158,0.652239478,55+,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=7tjFQP1cyAZfh4KpfGjXU0&ps_hash=bf2daa4600d73f29dd5d5aec8e6be72e1ad27f76,bf2daa4600d73f29dd5d5aec8e6be72e1ad27f76
06-05-2026 08:21,06-05-2026 08:29,IP Address,100,515,TRUE,06-05-2026 08:29,R_6pPHxxChGxWlATH,anonymous,EN,,Yes,Yes,1984,Male,Some college,Northeast,Yes,,,,,,Other,Latino ,"$10,000 to $19,999",5,5,6,6,6,5,6,5,6,6,6,5,6,6,6,6,5,5,5,A lot like me7,5,6,6,5,5,6,5,Definitely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,,,,,0,0,22.965,0,,,,,,,,,5,6,6,5,5,5,5,5,3,2,5,5,6,6,,,,,,,,,,,,,,,5,5,5,5,6,Strongly agree7,5,5,5,6,6,5,5,6,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,515,,49427913,2904,5cwfuGlhE12svJPwkFtAVO,0.4230158,0.652239478,35-54,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=5cwfuGlhE12svJPwkFtAVO&ps_hash=4de8d226e056bb610fb9b71345dd2d321cb1c8d1,4de8d226e056bb610fb9b71345dd2d321cb1c8d1
06-05-2026 08:21,06-05-2026 08:31,IP Address,100,580,TRUE,06-05-2026 08:31,R_6gukrbCurfYw0Rr,anonymous,EN,,Yes,Yes,1995,Male,Some college,West,Yes,American Indian or Alaska Native,,,,,,,"$50,000 to $59,999",3,5,Moderately interested4,5,6,6,2,3,A moderate amount of attention4,5,5,A moderate amount of attention4,3,5,5,6,3,6,3,Somewhat like me4,Somewhat like me4,5,6,5,3,5,3,Definitely true,Likely true,Likely true,Likely true,Likely false,Likely true,Likely true,Definitely true,Likely true,Likely false,Likely true,Likely false,,,,,,,,,0,0,277.219,0,,,,,5,5,5,Somewhat4,Somewhat4,5,6,5,2,3,5,5,4,5,,,,,,,,,,,,,,,5,5,3,5,5,Strongly agree7,4 - The risks and benefits are about equal,5,6,6,5,6,5,3,somewhat liberal,somewhat liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,580,,49427913,2904,2hxT4BuDCFLFdXAsqxS5v4,0.728081504,0.652239478,18-34,Other_Races,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2hxT4BuDCFLFdXAsqxS5v4&ps_hash=d9ade290a14c5ecfee0a5fb454cc81b64e6cc094,d9ade290a14c5ecfee0a5fb454cc81b64e6cc094
06-05-2026 08:23,06-05-2026 08:31,IP Address,100,472,TRUE,06-05-2026 08:31,R_5XsJfCp2SxD1BtL,anonymous,EN,,Yes,Yes,1969,Female,Some college,West,Yes,,,,,White,,,"$20,000 to $29,999",Not at all interested1,2,2,3,2,Not at all interested1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,No attention at all1,2,2,3,2,3,6,Somewhat like me4,2,Somewhat like me4,2,3,2,3,Somewhat like me4,3,Don't know,Don't know,Don't know,Likely true,Likely true,Don't know,Likely true,,,,Likely true,,12.193,12.193,20.877,1,,,,,,,,,,,,,Not at all1,2,2,2,Not at all1,3,2,Not at all1,Not at all1,Not at all1,6,6,6,6,Not at all likely1,2,2,2,Not at all likely1,Not at all likely1,2,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,2,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,472,,49427913,2904,5WEPwkidc17FQtmfXuTYjU,0.623090877,0.723663935,55+,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=5WEPwkidc17FQtmfXuTYjU&ps_hash=e574ab26821f33bec04d3089eb3cbf2fd3500206,e574ab26821f33bec04d3089eb3cbf2fd3500206
06-05-2026 08:22,06-05-2026 08:31,IP Address,100,543,TRUE,06-05-2026 08:32,R_3mgwUBTNhJkIC4r,anonymous,EN,,Yes,Yes,1953,Male,"2 year degree (e.g., associate degree)",West,Yes,,,,,,Other,Mexican,"$60,000 to $69,999",Moderately interested4,Moderately interested4,5,Moderately interested4,5,5,2,2,2,2,2,2,5,Somewhat like me4,5,5,Somewhat like me4,5,Somewhat like me4,Somewhat like me4,2,Somewhat like me4,5,5,5,5,5,Don't know,Definitely true,Definitely true,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,,,,,,,,,0,0,105.884,0,6,5,5,5,Somewhat4,5,5,5,3,Somewhat4,4,3,5,4,,,,,,,,,,,,,,,5,6,6,Neither agree nor disagree4,6,Strongly agree7,6,6,6,6,5,6,5,4 - A moderate amount of guidance,somewhat conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,543,,49427913,2904,6ABaFWPl2VnlvmNfVbEmU8,0.4230158,0.652239478,55+,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=6ABaFWPl2VnlvmNfVbEmU8&ps_hash=c4badc61a261f45aabe04e64a94ff9be9003cb8e,c4badc61a261f45aabe04e64a94ff9be9003cb8e
06-05-2026 08:25,06-05-2026 08:32,IP Address,100,380,TRUE,06-05-2026 08:32,R_3asf5KiUqfzMSdj,anonymous,EN,,Yes,Yes,1960,Female,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,Yes,,,,,White,,,"$20,000 to $29,999",Moderately interested4,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,5,A moderate amount of attention4,No attention at all1,No attention at all1,No attention at all1,No attention at all1,A moderate amount of attention4,6,Somewhat like me4,A lot like me7,6,5,5,3,Somewhat like me4,6,6,2,Somewhat like me4,Not at all like me1,5,Not at all like me1,Definitely true,Definitely false,Likely true,Definitely false,Definitely true,Definitely true,Definitely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,19.636,19.636,21.026,1,,,,,,,,,5,5,5,5,5,5,5,6,Not at all1,2,7,7,7,7,2,Not at all likely1,2,Not at all likely1,Not at all likely1,3,2,2,Not at all likely1,2,Not at all likely1,2,2,Very likely7,,,,,,,,,,,,,,3,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,380,,49427913,2904,36zn9uPVbW96l8QMLCgq7f,0.623090877,0.723663935,55+,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=36zn9uPVbW96l8QMLCgq7f&ps_hash=61637e2fefd4c5eeeafee6e10e06ffd2de97a25e,61637e2fefd4c5eeeafee6e10e06ffd2de97a25e
06-05-2026 08:22,06-05-2026 08:35,IP Address,100,780,TRUE,06-05-2026 08:35,R_1P1kBS8pSvrEcRS,anonymous,EN,,Yes,Yes,1990,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Midwest,Yes,,,,,White,,,"$150,000 or more",Very Interested7,6,Very Interested7,6,5,6,6,6,A great deal of attention7,A great deal of attention7,A great deal of attention7,6,A lot like me7,6,A lot like me7,6,6,A lot like me7,A lot like me7,6,A lot like me7,6,Somewhat like me4,2,Not at all like me1,A lot like me7,3,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,7.483,7.483,40.272,1,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Not at all1,Not at all1,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,780,,49427913,2904,0jAuaK3wWkEtVYOQQn3gTZ,0.623090877,0.723663935,35-54,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=0jAuaK3wWkEtVYOQQn3gTZ&ps_hash=fc42a1b81bc3e0c4771723d10d9dd63ddf3dc8c2,fc42a1b81bc3e0c4771723d10d9dd63ddf3dc8c2
06-05-2026 08:25,06-05-2026 08:36,IP Address,100,663,TRUE,06-05-2026 08:36,R_614HgfTwZxN28ZO,anonymous,EN,,Yes,Yes,1992,Male,"4 year college degree (e.g., bachelor's degree)",South,Yes,,,,,,Other,,"$50,000 to $59,999",5,5,3,Not at all interested1,Very Interested7,Very Interested7,A moderate amount of attention4,3,A great deal of attention7,2,A great deal of attention7,A great deal of attention7,A lot like me7,Somewhat like me4,6,A lot like me7,Somewhat like me4,3,A lot like me7,Somewhat like me4,A lot like me7,5,6,6,Somewhat like me4,5,3,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Likely false,,Definitely false,Likely true,Definitely true,Definitely false,,,,,6.03,25.117,26.392,24,,,,,,,,,Somewhat4,Somewhat4,5,Somewhat4,5,3,5,Somewhat4,Not at all1,Not at all1,6,5,6,6,,,,,,,,,,,,,,,Strongly agree7,2,Strongly agree7,Strongly disagree1,6,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,somewhat conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,663,,49427913,2904,6TBp2Sg1SzK3YCkutV6aWG,0.4230158,0.652239478,18-34,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=6TBp2Sg1SzK3YCkutV6aWG&ps_hash=f73489bdd4eaf47f0a8f24ac5c64e64aaf85d91e,f73489bdd4eaf47f0a8f24ac5c64e64aaf85d91e
06-05-2026 08:26,06-05-2026 08:39,IP Address,100,757,TRUE,06-05-2026 08:39,R_7s4m0ioVf65WUAA,anonymous,EN,,Yes,Yes,1995,Male,High school graduate,Midwest,Yes,,,,,,Other,Hispanic,"$30,000 to $39,999",5,6,6,5,6,5,5,5,6,6,6,6,6,6,5,5,6,5,6,6,6,6,2,2,2,5,2,Definitely true,Likely true,Don't know,Don't know,Likely false,Likely true,Likely true,Likely true,Definitely true,Likely true,Definitely true,Likely true,,,,,,,,,,,,,0.123,10.091,21.261,3,5,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,5,Somewhat4,Somewhat4,5,5,5,4,5,Somewhat likely4,Somewhat likely4,5,5,5,5,5,5,Somewhat likely4,5,Somewhat likely4,6,6,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,757,,49427913,2904,6174tva1ygurFWaME9hAWs,0.4230158,0.652239478,18-34,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=6174tva1ygurFWaME9hAWs&ps_hash=4b99563aedc39b15737306f12e801c489003cbe9,4b99563aedc39b15737306f12e801c489003cbe9
06-05-2026 08:25,06-05-2026 08:39,IP Address,100,843,TRUE,06-05-2026 08:39,R_1wylLMEBaUIotJT,anonymous,EN,,Yes,Yes,1987,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",West,No,,,,,White,,,"$100,000 to $149,999",5,Not at all interested1,Very Interested7,6,5,Very Interested7,5,5,A great deal of attention7,A great deal of attention7,A great deal of attention7,6,6,6,A lot like me7,A lot like me7,Not at all like me1,6,A lot like me7,Somewhat like me4,5,Somewhat like me4,Somewhat like me4,Not at all like me1,3,A lot like me7,2,Definitely true,Definitely false,Definitely true,Don't know,Likely true,Definitely true,Definitely true,Definitely true,Likely false,Likely true,Definitely true,Definitely true,0,0,84.562,0,,,,,,,,,,,,,Very much7,Very much7,6,Very much7,3,Very much7,Somewhat4,Not at all1,Not at all1,Not at all1,7,7,7,7,Very likely7,5,6,Very likely7,6,Very likely7,6,Very likely7,Very likely7,6,Very likely7,6,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,843,,49427913,2904,7uwzSeosEaggVW0o1xlh5M,1.988730713,1.369824734,35-54,Whites,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=7uwzSeosEaggVW0o1xlh5M&ps_hash=35a607f31eee9e18ab9fc9fec67ee4ca79070b21,35a607f31eee9e18ab9fc9fec67ee4ca79070b21
06-05-2026 08:28,06-05-2026 08:40,IP Address,100,706,TRUE,06-05-2026 08:40,R_3PkbAz5P8nu9Jvc,anonymous,EN,,Yes,Yes,1985,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Northeast,Yes,,,,,White,,,"$150,000 or more",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,,,,,0,0,96.475,0,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,4 - The risks and benefits are about equal,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,706,,49427913,2904,6X0ABaEJihMwc436ZN7ddj,0.623090877,0.723663935,35-54,Hispanic,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=6X0ABaEJihMwc436ZN7ddj&ps_hash=ebd032f0fec6b50f8c41e7e74e39292e056d61cd,ebd032f0fec6b50f8c41e7e74e39292e056d61cd
06-05-2026 08:28,06-05-2026 08:40,IP Address,100,730,TRUE,06-05-2026 08:40,R_7eh2XC5kLmQlSmx,anonymous,EN,,Yes,Yes,1966,Female,Some college,South,Yes,,,,,White,,,"$40,000 to $49,999",2,Moderately interested4,3,3,3,3,2,A moderate amount of attention4,3,2,3,3,Somewhat like me4,Somewhat like me4,Somewhat like me4,Somewhat like me4,3,5,Somewhat like me4,3,Somewhat like me4,3,2,Somewhat like me4,Not at all like me1,3,3,Definitely true,Likely false,Likely true,Likely false,Definitely true,Likely false,Likely true,Likely true,Likely true,Likely true,Likely true,Likely false,,,,,,,,,,,,,6.938,20.101,23.885,7,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Somewhat4,Not at all1,Somewhat4,2,Not at all1,Not at all1,6,6,6,6,Not at all likely1,Somewhat likely4,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Somewhat likely4,Not at all likely1,Very likely7,,,,,,,,,,,,,,3,somewhat conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,730,,49427913,2904,0L8DdCeu1NlQJ0SYIlRPok,0.623090877,0.723663935,55+,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=0L8DdCeu1NlQJ0SYIlRPok&ps_hash=d384b8dca1801be56637a4fe564275994b9a7021,d384b8dca1801be56637a4fe564275994b9a7021
06-05-2026 08:33,06-05-2026 08:42,IP Address,100,538,TRUE,06-05-2026 08:42,R_72x3AIXCUZKU6Cx,anonymous,EN,,Yes,Yes,1958,Male,"4 year college degree (e.g., bachelor's degree)",South,No,,,,,White,,,"$60,000 to $69,999",6,3,Not at all interested1,5,Very Interested7,5,A great deal of attention7,3,No attention at all1,6,A great deal of attention7,5,5,5,6,6,Somewhat like me4,5,A lot like me7,5,A lot like me7,A lot like me7,6,5,6,3,5,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Likely true,Definitely true,Definitely true,Likely false,,,,,,,,,,,,,15.648,16.859,21.934,2,6,5,5,6,6,5,Somewhat4,3,Not at all1,Not at all1,6,1,7,6,,,,,,,,,,,,,,,Strongly agree7,6,6,6,5,Strongly agree7,7 - The benefits strongly outweigh the risks,6,5,6,5,5,Strongly agree7,4 - A moderate amount of guidance,conservative,liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,538,,49427913,3789,6asmpEwV0Nr6nw0dayaKId,1.988730713,1.369824734,55+,Whites,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=6asmpEwV0Nr6nw0dayaKId&ps_hash=0dfd54838419b8f9263ba8a94237e6c94bc6bbae,0dfd54838419b8f9263ba8a94237e6c94bc6bbae
06-05-2026 08:32,06-05-2026 08:51,IP Address,100,1165,TRUE,06-05-2026 08:51,R_1Lb32aPdt2ujWPl,anonymous,EN,,Yes,Yes,1958,Female,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,Yes,,,,,White,,,"$80,000 to $89,999",Moderately interested4,Moderately interested4,Moderately interested4,6,Moderately interested4,2,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,6,A moderate amount of attention4,2,5,Somewhat like me4,Somewhat like me4,6,5,5,5,5,5,Somewhat like me4,3,2,3,Somewhat like me4,Somewhat like me4,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Likely true,Definitely true,Likely true,Likely true,Likely true,Likely false,,,,,,,,,6.165,6.165,30.31,1,,,,,6,6,6,6,Somewhat4,Somewhat4,6,6,2,Not at all1,6,6,6,6,6,6,5,6,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,Somewhat likely4,5,Somewhat likely4,Somewhat likely4,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,somewhat conservative,somewhat liberal,,,Qual81139-0421-GenPop-[MD],C0007,1,,,1165,,49427913,655,7pvHj6yc3xe4WqG2ehOWsx,0.623090877,0.723663935,55+,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=7pvHj6yc3xe4WqG2ehOWsx&ps_hash=8fdeeddc2ffc4268730a2c05ce353c1cb542d995,8fdeeddc2ffc4268730a2c05ce353c1cb542d995
06-05-2026 08:38,06-05-2026 08:52,IP Address,100,807,TRUE,06-05-2026 08:52,R_5XpTepH9K94WDMf,anonymous,EN,,Yes,Yes,1984,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,Yes,,,,,White,,,"$100,000 to $149,999",6,Very Interested7,6,Very Interested7,Very Interested7,6,A great deal of attention7,6,6,A great deal of attention7,6,6,6,Somewhat like me4,6,6,6,5,5,5,5,5,Somewhat like me4,5,6,5,6,Likely true,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,Likely true,Likely false,Definitely true,Likely true,Likely true,Definitely true,,,,,,,,,,,,,9.894,11.56,49.763,2,6,Very much7,Very much7,5,6,Somewhat4,5,5,5,5,7,6,7,6,6,5,6,5,5,Somewhat likely4,5,5,6,Somewhat likely4,5,6,6,Very likely7,,,,,,,,,,,,,,3,moderate,moderate,,,Qual81139-0421-GenPop-[MD],C0007,1,,,807,,49427913,607,1B5PX3v6FWZzlA2rbb9GkX,0.623090877,0.723663935,35-54,Hispanic,DV1,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1B5PX3v6FWZzlA2rbb9GkX&ps_hash=a95ee76d56455969c79cc4d01fea72a2027ca3db,a95ee76d56455969c79cc4d01fea72a2027ca3db
06-05-2026 08:53,06-05-2026 09:01,IP Address,100,502,TRUE,06-05-2026 09:01,R_3MRQpagRohR6XIY,anonymous,EN,,Yes,Yes,1990,Female,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Midwest,No,,,,,White,,,"$100,000 to $149,999",Moderately interested4,Moderately interested4,Moderately interested4,Moderately interested4,Not at all interested1,Very Interested7,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A moderate amount of attention4,A great deal of attention7,A lot like me7,A lot like me7,Somewhat like me4,6,Somewhat like me4,A lot like me7,Somewhat like me4,Somewhat like me4,A lot like me7,Somewhat like me4,A lot like me7,5,Somewhat like me4,A lot like me7,A lot like me7,Likely true,Definitely true,Likely true,Definitely false,Definitely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,,,,,,,,,,,,,10.798,19.056,23.6,10,Very much7,Very much7,Very much7,Very much7,Somewhat4,Somewhat4,Very much7,Somewhat4,Not at all1,Not at all1,7,7,7,1,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Neither agree nor disagree4,Strongly disagree1,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,conservative,conservative,,,Qual81139-0421-GenPop-[MD],C0007,1,,,502,,49427913,3789,3D6qlKMyGA325e0SycNWYH,1.988730713,1.369824734,35-54,Whites,DV2,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=3D6qlKMyGA325e0SycNWYH&ps_hash=66f2171d631ce064ba8b760e818dbdbff952140f,66f2171d631ce064ba8b760e818dbdbff952140f
