StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q10_6_TEXT,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q22_First Click,Q22_Last Click,Q22_Page Submit,Q22_Click Count,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q28_1,Q28_2,Q28_3,Q28_4,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q29_11,Q29_12,Q29_13,Q29_14,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q33,Q34,Q35,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,opp,gc,term,tg,Q_TotalDuration,PS,SVID,supplier_id,_os_api_transaction_id,age_group,race,2nd_order
06/05/26 12:30,06/05/26 12:50,IP Address,100,1201,TRUE,06/05/26 12:50,R_7xY4hDJJ3HwmPCV,anonymous,EN,,Yes,Yes,1993,Male,"4 year college degree (e.g., bachelor's degree)",West,No,White,,"$100,000 to $149,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,5,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,5,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Somewhat like me4,3,A lot like me7,A lot like me7,3,Likely false,Definitely true,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,Likely false,Definitely true,Definitely true,Definitely true,Definitely true,,,,,0,0,33.281,0,,,,,,,,,Very much7,Very much7,Very much7,Very much7,6,6,6,Very much7,2,2,7,6,7,7,,,,,,,,,,,,,,,6,Strongly agree7,6,6,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,6,Strongly agree7,Strongly agree7,Strongly agree7,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,1201,,49427913,3789,01xy6E0Xc6h5MQSds3oJRU,18-34,Whites,DV2
06/05/26 12:45,06/05/26 12:51,IP Address,100,350,TRUE,06/05/26 12:51,R_68B9BAOnEo3yzPS,anonymous,EN,,Yes,Yes,1992,Female,Some college,South,Yes,White,,"$20,000 to $29,999",Not at all interested1,Moderately interested4,Moderately interested4,Moderately interested4,6,Very Interested7,No attention at all1,No attention at all1,5,3,A moderate amount of attention4,5,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,Not at all like me1,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Definitely true,Definitely false,Likely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Likely false,Likely true,Likely true,Definitely false,,,,,,,,,,,,,0,0,45.362,0,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,Not at all1,7,7,7,7,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Somewhat likely4,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,350,,49427913,2904,4ZEuZ8KrrZ9fBht3bIitco,18-34,Hispanic,DV1
06/05/26 12:36,06/05/26 12:51,IP Address,100,906,TRUE,06/05/26 12:51,R_1HV8xUkh8QDFi0x,anonymous,EN,,Yes,Yes,1952,Female,High school graduate,West,Yes,White,,"$40,000 to $49,999",Not at all interested1,Not at all interested1,Very Interested7,2,Moderately interested4,Not at all interested1,No attention at all1,2,A great deal of attention7,No attention at all1,A moderate amount of attention4,2,5,Somewhat like me4,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,3,A lot like me7,Somewhat like me4,6,Somewhat like me4,Somewhat like me4,6,6,Likely true,Likely false,Likely false,Don't know,Don't know,Definitely false,Likely true,Likely true,,Likely true,Definitely true,,5.43,19.544,21.323,3,,,,,,,,,,,,,Somewhat4,5,Somewhat4,Somewhat4,6,Very much7,Somewhat4,Somewhat4,Not at all1,Not at all1,5,5,5,5,2,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,somewhat liberal,liberal,,,Qual81139-0421-GenPop-[MD],1,,,906,,49427913,607,1MLmGrIz0mK80aLIb9PGzd,55+,Hispanic,DV1
06/05/26 12:36,06/05/26 12:52,IP Address,100,992,TRUE,06/05/26 12:52,R_51EqnpA0Ed8e9Us,anonymous,EN,,Yes,Yes,1982,Male,"4 year college degree (e.g., bachelor's degree)",West,Yes,White,,"$100,000 to $149,999",Very Interested7,6,Very Interested7,Very Interested7,6,Very Interested7,6,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,2,6,6,A lot like me7,2,Likely true,Definitely true,Likely true,Definitely true,Likely true,Definitely true,Definitely true,Likely true,Definitely true,Likely true,Likely true,Definitely true,,,,,7.312,15.676000000000002,38.854,3,,,,,,,,,Very much7,6,Very much7,Very much7,Very much7,Very much7,Very much7,6,6,Very much7,6,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,5,Strongly agree7,Strongly agree7,6,Strongly agree7,6,Strongly agree7,6,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,992,,49427913,3789,0aXmSMrHOboVlyqUtqB8Jd,35-54,Hispanic,DV2
06/05/26 12:59,06/05/26 13:04,IP Address,100,315,TRUE,06/05/26 13:04,R_7R27u5j8r6AeawB,anonymous,EN,,Yes,Yes,1986,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Northeast,Yes,White,,"$150,000 or more",6,6,3,5,5,6,5,6,6,5,3,6,5,Somewhat like me4,5,Somewhat like me4,5,6,6,5,Somewhat like me4,5,5,Somewhat like me4,6,Somewhat like me4,5,Likely true,Definitely true,Likely true,Definitely true,Definitely true,Likely true,Definitely true,Likely true,Definitely true,Likely true,Definitely true,Definitely true,13.195,14.874,22.85,3,,,,,,,,,,,,,5,6,5,5,6,5,5,5,6,6,4,5,4,6,,,,,,,,,,,,,,,6,Neither agree nor disagree4,5,6,5,Strongly agree7,6,6,5,Neither agree nor disagree4,5,6,5,3,somewhat conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,315,,49427913,2904,4P2hswLQbug0Vj57AEwMTV,35-54,Hispanic,DV2
06/05/26 12:44,06/05/26 13:25,IP Address,100,2435,TRUE,06/05/26 13:25,R_7n2DQOu1ayjRYGJ,anonymous,EN,,Yes,Yes,1990,Male,"4 year college degree (e.g., bachelor's degree)",Northeast,No,White,,"$70,000 to $79,999",6,6,6,6,5,5,6,6,6,6,6,5,6,6,6,6,5,A lot like me7,6,6,6,5,5,3,3,6,5,Definitely true,Definitely false,Definitely true,Likely false,Definitely true,Definitely false,Definitely true,Definitely true,Likely false,Definitely true,Definitely true,Definitely false,,,,,12.179,12.179,72.395,1,,,,,,,,,Very much7,Very much7,6,Very much7,6,5,6,6,2,Not at all1,7,7,7,7,6,6,6,6,6,6,6,6,6,6,Very likely7,6,Very likely7,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],1,,,2435,,49427913,3789,1ZbVCRinWH9PP5fGHjRz7R,35-54,Whites,DV1
06/05/26 13:27,06/05/26 13:30,IP Address,100,234,TRUE,06/05/26 13:30,R_6dnJohfUWZsm6KJ,anonymous,EN,,Yes,Yes,1994,Male,"4 year college degree (e.g., bachelor's degree)",West,Yes,White,,"$70,000 to $79,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,6,A great deal of attention7,6,6,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,6,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Likely true,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Likely true,Definitely true,Definitely true,,Likely true,Definitely true,,,,,,,,,1.801,14.001,21.576,3,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,6,Very much7,Somewhat4,Very much7,Very much7,7,7,7,7,Very likely7,Very likely7,Very likely7,6,Very likely7,Very likely7,6,Very likely7,Very likely7,Very likely7,6,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,234,,49427913,3789,3mqWvOs4CbwC0AvXWvm1lV,18-34,Hispanic,DV1
06/05/26 13:27,06/05/26 13:38,IP Address,100,634,TRUE,06/05/26 13:38,R_1eYqTeIcOyh06hb,anonymous,EN,,Yes,Yes,1985,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Northeast,Yes,White,,"$150,000 or more",Moderately interested4,Moderately interested4,5,2,3,Very Interested7,3,A moderate amount of attention4,5,2,3,A great deal of attention7,5,6,6,6,Somewhat like me4,3,Somewhat like me4,5,3,5,6,5,6,A lot like me7,6,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Likely false,Definitely true,Definitely true,Definitely false,,,,,,,,,20.3,60.422,67.22,19,,,,,6,6,Very much7,5,6,Very much7,,Somewhat4,6,3,7,7,7,7,Very likely7,5,Very likely7,6,Very likely7,Very likely7,6,Very likely7,6,6,6,6,6,Very likely7,,,,,,,,,,,,,,1 - No guidance at all,conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,634,,49427913,2904,7uHpKOMPZPUZ8zG1xDEy7D,35-54,Hispanic,DV1
06/05/26 13:38,06/05/26 13:53,IP Address,100,843,TRUE,06/05/26 13:53,R_1QRKRlVk8QGD76H,anonymous,EN,,Yes,Yes,1986,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,No,White,,"$150,000 or more",6,Very Interested7,5,6,6,Very Interested7,A great deal of attention7,6,5,6,6,A great deal of attention7,A lot like me7,5,A lot like me7,6,5,A lot like me7,A lot like me7,6,6,6,3,Somewhat like me4,A lot like me7,6,3,Likely true,Definitely true,Likely false,Definitely true,Likely true,Likely true,Likely true,Likely true,Definitely true,Definitely true,Definitely true,Likely true,,,,,,,,,,,,,5.393,26.504,31.203,2,Very much7,Very much7,5,Very much7,6,Very much7,6,6,Very much7,6,7,5,6,7,,,,,,,,,,,,,,,6,5,6,Strongly agree7,6,Strongly agree7,4 - The risks and benefits are about equal,Strongly agree7,6,5,6,6,Strongly agree7,4 - A moderate amount of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,843,,49427913,2904,2weQrQeyxw6L9J3vxlXIYQ,35-54,Whites,DV2
06/05/26 14:07,06/05/26 14:13,IP Address,100,396,TRUE,06/05/26 14:13,R_5UbFZKfdWFgIGin,anonymous,EN,,Yes,Yes,1992,Female,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Midwest,No,White,,"$90,000 to $99,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,Not at all like me1,A lot like me7,Not at all like me1,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Somewhat like me4,Somewhat like me4,Not at all like me1,A lot like me7,Not at all like me1,Definitely true,Definitely false,Definitely true,Definitely false,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,2.001,31.965,32.712,20,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Somewhat4,Not at all1,Not at all1,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,liberal,liberal,,,Qual81139-0421-GenPop-[MD],1,,,396,,49427913,3789,7b1MPVGLORaZZ4UzziX9xH,18-34,Whites,DV1
06/05/26 14:43,06/05/26 14:50,IP Address,100,421,TRUE,06/05/26 14:50,R_1Ph7Ah8k9Rvaw4B,anonymous,EN,,Yes,Yes,1979,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",Midwest,Yes,White,,"$100,000 to $149,999",6,Moderately interested4,6,6,5,5,A great deal of attention7,5,5,A great deal of attention7,6,5,A lot like me7,Somewhat like me4,6,A lot like me7,3,A lot like me7,5,6,6,6,2,3,2,6,2,Definitely true,Definitely true,Definitely false,Likely false,Definitely false,Likely false,Likely false,Definitely false,Definitely true,Definitely true,Definitely false,Likely true,,,,,,,,,31.139,31.139,34.268,1,,,,,6,6,Very much7,6,5,6,Very much7,Somewhat4,2,Not at all1,6,6,7,7,Very likely7,Very likely7,5,6,Very likely7,5,Very likely7,6,5,6,3,Very likely7,6,Very likely7,,,,,,,,,,,,,,6,very conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,421,,49427913,3789,7LAL2iMwydY88CDXGbzBR0,35-54,Hispanic,DV1
06/05/26 14:46,06/05/26 14:58,IP Address,100,701,TRUE,06/05/26 14:58,R_6wzCpEcOpYPD0QO,anonymous,EN,,Yes,Yes,1953,Female,Some college,West,Yes,White,,"$10,000 to $19,999",Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,Not at all interested1,2,2,2,No attention at all1,No attention at all1,2,3,6,3,5,5,3,A lot like me7,3,2,6,2,5,Somewhat like me4,2,5,Somewhat like me4,Definitely true,Definitely false,Don't know,Don't know,Definitely true,Likely true,,,Likely true,Likely true,Likely false,Definitely false,,,,,5.327,23.618,26.418,8,,,,,,,,,Not at all1,Not at all1,Not at all1,Not at all1,2,2,Not at all1,Not at all1,Somewhat4,5,2,3,4,2,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,701,,49427913,3789,0GgM92OKIa3nhtgLdgFXPi,55+,Hispanic,DV1
06/05/26 15:12,06/05/26 15:16,IP Address,100,260,TRUE,06/05/26 15:16,R_1fQd6vRq8f6oDxn,anonymous,EN,,Yes,Yes,1985,Male,"4 year college degree (e.g., bachelor's degree)",Northeast,Yes,White,,"$150,000 or more",5,5,5,5,6,6,6,5,6,A great deal of attention7,5,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,6,6,6,Don't know,Don't know,Definitely true,Don't know,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,4.14,10.969,22.428,5,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,6,6,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,3,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,260,,49427913,2904,3eNQpr0KUXOooNSNF7CmIH,35-54,Hispanic,DV2
06/05/26 8:43,06/05/26 15:55,IP Address,100,25919,TRUE,06/05/26 15:55,R_5feEJGD7AWmLKEr,anonymous,EN,,Yes,Yes,1969,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,Yes,White,,"$100,000 to $149,999",6,6,Very Interested7,6,Very Interested7,Very Interested7,A great deal of attention7,6,6,A great deal of attention7,6,A great deal of attention7,5,6,6,6,6,6,A lot like me7,6,6,A lot like me7,6,6,5,A lot like me7,6,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Likely false,Definitely true,Definitely true,Definitely false,,,,,,,,,,,,,5.982,14957.425,14977.242,4,Very much7,6,Very much7,6,5,Somewhat4,6,6,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,6,2,6,Strongly disagree1,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,6,Strongly agree7,Strongly agree7,6,5,Strongly agree7,4 - A moderate amount of guidance,conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,25919,,49427913,2904,77Lb4feNkftDrsjiPh7y2h,55+,Hispanic,DV2
06/05/26 15:47,06/05/26 16:08,IP Address,100,1294,TRUE,06/05/26 16:08,R_39vqkJuqMTo76NZ,anonymous,EN,,Yes,Yes,1962,Female,"2 year degree (e.g., associate degree)",Midwest,No,White,,"$20,000 to $29,999",3,Moderately interested4,5,5,5,5,5,5,5,5,5,5,6,6,5,6,6,6,6,6,6,6,2,2,2,5,2,Definitely true,Likely false,Definitely true,Likely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,17.675,20.456,22.03,4,,,,,,,,,,,,,6,6,6,6,Somewhat4,5,6,6,2,2,6,1,1,1,,,,,,,,,,,,,,,6,6,6,6,6,Strongly agree7,6,6,6,6,6,6,6,6,somewhat conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,1294,,49410151,3789,1FjYtFoQQDg687WXbsb5Y0,55+,Whites,DV2
06/05/26 16:11,06/05/26 16:59,IP Address,100,2935,TRUE,06/05/26 16:59,R_5lQTYRCYxqLXUWi,anonymous,EN,,Yes,Yes,1999,Male,"4 year college degree (e.g., bachelor's degree)",South,Yes,Black or African American,,"$90,000 to $99,999",Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,Very Interested7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,5,Not at all like me1,A lot like me7,6,A lot like me7,Definitely true,Definitely false,Definitely true,Definitely false,Don't know,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,,,,,,,,,,,,,0.72,0.72,660.504,1,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,4 - A moderate amount of guidance,very liberal,very liberal,,,Qual81139-0421-GenPop-[MD],1,,,2935,,49410151,3789,4wzdiFPoTfYUlzgPzpsx0c,18-34,Hispanic,DV1
06/05/26 17:50,06/05/26 18:04,IP Address,100,827,TRUE,06/05/26 18:04,R_7qlnPoLqQY00hZW,anonymous,EN,,Yes,Yes,1983,Male,"Advanced degree (e.g., graduate school, JD, MD, PhD)",South,Yes,White,,"$100,000 to $149,999",Moderately interested4,5,6,6,5,Very Interested7,3,A moderate amount of attention4,6,6,5,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Not at all like me1,6,5,A lot like me7,Somewhat like me4,A lot like me7,6,2,3,A lot like me7,6,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely false,Definitely true,Definitely true,Likely false,Definitely true,Definitely true,Likely false,,,,,,,,,17.633,19.961,32.903,4,,,,,Very much7,6,Very much7,6,Somewhat4,3,5,Somewhat4,Not at all1,Not at all1,7,7,7,7,,,,,,,,,,,,,,,Strongly agree7,3,Strongly agree7,Strongly disagree1,Strongly agree7,Strongly agree7,7 - The benefits strongly outweigh the risks,Strongly agree7,Strongly agree7,Strongly agree7,Strongly agree7,6,Strongly agree7,3,moderate,somewhat conservative,,,Qual81139-0421-GenPop-[MD],1,,,827,,49427913,3789,1uwCFPkPuFumOE9YjpHz6z,35-54,Hispanic,DV2
06/05/26 17:59,06/05/26 18:13,IP Address,100,862,TRUE,06/05/26 18:13,R_6TTeLmArs4ROpIx,anonymous,EN,,Yes,Yes,1949,Female,Some college,Midwest,No,White,,"$150,000 or more",6,6,Very Interested7,Very Interested7,Moderately interested4,6,6,6,6,6,6,6,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,6,A lot like me7,A lot like me7,Somewhat like me4,Somewhat like me4,3,6,Somewhat like me4,Definitely true,Likely false,Likely true,Definitely true,Likely true,Definitely true,Definitely true,,Definitely true,,,Definitely true,,,,,0,0,21.226,0,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Somewhat4,Very much7,Very much7,Not at all1,Not at all1,7,7,7,7,6,Not at all likely1,Very likely7,Not at all likely1,6,Somewhat likely4,3,6,Not at all likely1,3,6,6,Somewhat likely4,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,862,,49427913,3789,7DQL076SwciM2fmMhjgHB6,55+,Whites,DV1
06/05/26 18:22,06/05/26 18:26,IP Address,100,255,TRUE,06/05/26 18:26,R_1kG1lwCM3xnHxDL,anonymous,EN,,Yes,Yes,1973,Male,High school graduate,West,No,White,,"$100,000 to $149,999",Very Interested7,5,5,5,5,5,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A great deal of attention7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,A lot like me7,Not at all like me1,Not at all like me1,Not at all like me1,A lot like me7,Not at all like me1,Definitely true,Definitely false,Definitely true,Definitely true,Definitely true,Definitely true,Definitely true,Definitely false,Definitely true,Definitely true,Definitely true,Definitely true,13.159,15.285,22.338,3,,,,,,,,,,,,,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,Very much7,7,7,7,7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,very conservative,very conservative,,,Qual81139-0421-GenPop-[MD],1,,,255,,49427913,3789,7l1eyARLolB9Tnxjr52x8S,35-54,Whites,DV1
06/05/26 18:53,06/05/26 19:02,IP Address,100,493,TRUE,06/05/26 19:02,R_1GJupSr93IPvPyL,anonymous,EN,,Yes,Yes,1967,Female,Some college,South,Yes,White,,"Less than $10,000",3,3,Moderately interested4,Very Interested7,Moderately interested4,2,5,A moderate amount of attention4,3,A great deal of attention7,A moderate amount of attention4,3,A lot like me7,3,Somewhat like me4,6,Somewhat like me4,5,3,Somewhat like me4,5,Somewhat like me4,5,5,A lot like me7,6,6,Definitely true,Likely true,Likely true,Likely true,Likely true,Definitely true,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,,,,,,,,,,,,,15.628,15.628,21.327,1,6,6,6,Somewhat4,5,6,6,5,Not at all1,Not at all1,4,4,3,4,,,,,,,,,,,,,,,Strongly agree7,2,6,6,6,Strongly agree7,6,6,6,6,5,6,6,6,moderate,moderate,,,Qual81139-0421-GenPop-[MD],1,,,493,,49427913,3789,0gGPQ0vEXlv4r58a8fX7ZU,55+,Hispanic,DV2
06/05/26 19:41,06/05/26 19:55,IP Address,100,879,TRUE,06/05/26 19:55,R_5gZeBh6zsR0eKWN,anonymous,EN,,Yes,Yes,1973,Female,Less than high school,South,Yes,White,,"Less than $10,000",Moderately interested4,Moderately interested4,Moderately interested4,Very Interested7,5,3,A moderate amount of attention4,A moderate amount of attention4,No attention at all1,A moderate amount of attention4,5,A moderate amount of attention4,6,A lot like me7,6,A lot like me7,A lot like me7,A lot like me7,5,6,5,6,6,5,A lot like me7,6,A lot like me7,Don't know,Don't know,Definitely true,Likely true,Don't know,Definitely true,Likely true,Definitely true,,,,,,,,,,,,,0,0,30.462,0,,,,,Very much7,Very much7,Very much7,Very much7,Not at all1,Very much7,Not at all1,Very much7,Very much7,Not at all1,7,7,7,7,,,,,,,,,,,,,,,6,3,Neither agree nor disagree4,Neither agree nor disagree4,5,Strongly agree7,7 - The benefits strongly outweigh the risks,5,Strongly agree7,6,5,6,Neither agree nor disagree4,4 - A moderate amount of guidance,conservative,conservative,,,Qual81139-0421-GenPop-[MD],1,,,879,,49427913,2904,7J4pVtArTJQ1dYhSUkar8d,35-54,Hispanic,DV2
06/05/26 19:50,06/05/26 19:55,IP Address,100,345,TRUE,06/05/26 19:55,R_6NIJgceGQTpyr4U,anonymous,EN,,Yes,Yes,1999,Male,High school graduate,West,Yes,White,,"$90,000 to $99,999",3,2,2,2,Moderately interested4,2,No attention at all1,No attention at all1,No attention at all1,No attention at all1,2,No attention at all1,Not at all like me1,Not at all like me1,Not at all like me1,5,5,6,Not at all like me1,Not at all like me1,Somewhat like me4,Not at all like me1,3,2,Not at all like me1,Somewhat like me4,Not at all like me1,Definitely true,Likely false,Likely false,Likely true,Likely true,Likely true,Likely true,Likely true,Likely true,Definitely true,Definitely true,Likely true,,,,,,,,,,,,,12.921,12.921,26.2,1,Not at all1,Somewhat4,Somewhat4,Somewhat4,Not at all1,Somewhat4,2,2,Not at all1,Not at all1,5,3,5,5,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Somewhat likely4,2,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Not at all likely1,Very likely7,,,,,,,,,,,,,,7 - A great deal of guidance,somewhat conservative,somewhat conservative,,,Qual81139-0421-GenPop-[MD],1,,,345,,49427913,3789,0agGDCLKPdS5j5lFipmjiP,18-34,Hispanic,DV1
